gene_name	HCM-CSHL-0080-C25-01A	HCM-SANG-0291-C15-85A-01R-A80W-32	HCM-SANG-0265-C18-85A	HCM-CSHL-0160-C18-01B	HCM-SANG-0269-C18-85A-01R-A80W-32
AC243585.1	1	0	1	4	0
AJ011932.1	2	0	1	1	2
AP003419.2	9	2	9	59	14
GGTLC3	0	0	0	1	0
AC138649.1	5	0	4	11	2
AL391903.2	1	0	0	5	0
MIR6728	4	0	1	1	0
SYNGAP1.AS1	0	5	3	4	2
AL137078.2	0	0	0	12	0
MIR7702	0	0	0	0	0
AC245297.3	240	90	44	257	69
SNORA73A	0	0	0	0	0
AL031665.1	0	0	0	0	0
AL137060.3	8	27	12	21	19
AC069281.2	8	5	1	10	31
GAGE13	0	0	0	0	0
AC009831.3	1	0	2	9	0
CBSL	1	0	108	2	0
SPATA31E3P	0	0	0	0	0
MIR6069	6	0	2	1	0
AC022929.2	7	0	0	27	5
AC010133.1	0	0	0	0	0
Y_RNA.731	0	0	0	0	0
ADRA2B	21	51	15	21	40
H2BC6	366	11	1404	115	38
AC084018.2	9	6	2	12	7
AC079460.1	0	0	0	0	0
AC015660.3	2	2	1	3	0
AC131902.2	0	0	0	0	0
AC009269.5	34	0	6	84	9
AC099654.3	0	0	0	3	0
MIR6864	2	0	0	3	0
X7SK.3	45	0	11	52	0
MIR5088	0	0	0	0	0
AC244093.1	18	0	4	23	9
SNORA71E	0	0	0	0	0
AC091076.1	2	1	1	0	0
AC015722.2	2	0	0	2	0
MIR6749	0	1	0	0	0
AC009318.3	14	12	18	64	5
ZNF646P1	0	0	0	3	0
LINC02334	61	0	11	175	0
RPSAP73	0	0	0	1	0
AC093578.2	1	0	0	2	0
AL136531.2	69	3	18	66	7
AL359314.1	1	0	9	57	0
AC007551.2	18	0	3	24	0
AL160191.3	13	0	1	3	5
AL355974.1	0	0	0	2	0
CU633967.1	1	2	3	6	2
AC032011.1	2	1	10	17	7
AC005899.6	20	3	1	7	19
AL033538.1	0	0	0	0	0
AC232323.1	0	0	0	0	0
AC002542.2	0	0	0	0	0
AC016999.2	7	0	6	15	0
AC127381.2	0	0	0	0	0
ZNF658	106	95	183	100	123
RN7SL853P	11	0	0	0	0
AL137000.1	2	1	2	5	0
AC103564.3	0	0	0	0	0
AC105105.3	2	0	0	2	0
FAM74A3	0	0	0	1	0
AL355987.5	1	4	27	4	19
Metazoa_SRP.37	5	0	0	2	0
AC087742.1	2	1	6	15	0
AL110115.1	15	0	18	84	21
AC013412.1	0	0	0	0	0
AC004233.3	4	0	10	1	7
GRAMD4P4	0	0	0	1	0
AC130371.2	22	10	5	14	5
LINC02804	24	15	6	10	50
AC148476.1	1	3	4	16	0
TUBAP6	3	0	1	4	0
ADAMTS7P1	2	0	0	10	0
AC005702.3	0	0	1	0	2
AL121612.1	0	0	0	1	0
MIR6801	1	0	1	3	0
AC245028.3	0	0	0	0	0
AC103691.1	3	1	0	10	7
U6	0	0	0	1	0
TMEM269	29	25	11	23	78
AC097634.2	1	0	1	8	2
MIR6885	0	0	0	0	0
TPTE	0	0	0	3	0
AC004079.1	0	0	0	0	0
AL357153.4	61	0	5	42	12
AC233981.1	0	0	0	5	0
AC015967.1	0	1	0	4	0
AC090510.2	12	2	12	48	12
RNA5SP536	0	0	0	1	0
AC004774.1	0	0	0	0	0
AL121772.1	15	34	43	214	57
AC241644.3	0	0	0	0	0
MIR6515	0	0	0	0	0
TBC1D3D	0	0	0	0	0
AC026318.1	1	0	0	0	2
AL162390.1	39	0	15	115	19
AC245060.5	29	34	5	244	106
SEC22B2P	0	0	0	1	0
RN7SL196P	1	0	0	0	0
AC114271.1	2	17	6	13	9
AC145423.1	4	0	1	7	2
RNVU1.25	1	0	0	13	17
AL353804.3	0	0	0	0	0
U2.3	0	0	0	0	0
AC008957.2	29	0	0	56	0
C8orf89	1	1	1	5	19
AC078909.2	11	1	0	3	0
AC006986.1	0	0	0	0	0
AP001005.2	0	0	0	0	0
AC005790.1	0	0	1	2	0
AC241929.1	0	0	0	0	0
AL136228.1	8	0	4	4	0
U2.4	3	0	0	10	0
GUSBP7	0	0	0	1	0
AL590730.2	0	0	0	0	0
Metazoa_SRP.38	0	0	0	0	0
AC092119.2	16	9	70	120	59
AC023282.1	48	1	0	23	5
MIR1273H	0	0	0	1	0
RNA5SP257	0	0	0	0	0
AL512638.2	0	0	0	0	0
LINC01746	0	0	0	3	0
HERC2P7	147	0	42	38	61
Y_RNA.732	2	0	1	11	0
RN7SL650P	0	0	0	0	0
AC009154.2	0	0	0	1	0
AL691432.3	0	0	0	1	0
Y_RNA.733	0	0	0	0	0
AP002383.5	1	0	0	0	0
NPEPPSP1	63	151	17	32	45
AC124076.1	0	0	0	2	0
AL132655.4	0	0	0	0	0
AL121768.1	2	0	0	4	2
MRPS17P5	2	0	0	4	0
MIR6832	2	0	0	1	0
AC012414.6	1	0	1	1	0
AC007938.4	0	0	0	0	0
AL121845.4	5	4	0	68	7
ANKRD20A6P	0	0	0	0	0
AC123912.6	0	0	0	0	0
Metazoa_SRP.39	6	0	2	8	0
AL121772.2	17	0	13	64	14
AC007336.2	2	0	0	8	0
Metazoa_SRP.40	2	0	1	1	12
TBC1D3L	89	113	21	26	73
Metazoa_SRP.41	5	0	2	3	2
AC105020.5	1	3	1	9	0
FAM74A6	0	0	0	0	0
AC012354.2	2	16	0	1	0
RCC1L	1107	1588	2883	767	598
AC008443.5	4	2	2	5	12
AC090970.2	3	51	11	4	12
SEBOX	1	0	1	4	2
AC091304.5	0	0	0	0	0
SNORD39.3	0	0	0	2	0
MIR223HG	396	0	0	1010	0
AL121955.1	0	0	0	2	0
SNORD28	0	0	0	0	0
AC012354.3	0	0	0	0	0
AL356274.1	5	0	1	2	5
AC007450.2	15	1	4	10	0
MIR6889	0	0	2	1	0
AC138035.3	1	0	0	0	0
AC083806.2	45	0	18	156	17
CU639417.1	2	0	1	1	0
AC010205.1	0	1	5	6	0
AC005332.3	60	23	31	185	21
AL121985.2	0	0	0	1	0
AC080038.1	33	0	1	6	0
RN7SL545P	0	0	0	0	0
AC024884.1	1	0	4	5	0
SPDYE10P	2	0	1	6	0
ZYXP1	0	0	0	0	0
IGHV2.70	103	0	0	59	0
AC006249.1	2	0	0	2	0
AL096861.1	0	0	0	0	0
SNORA16A	0	0	0	0	0
FAM74A4	0	0	0	2	0
AP001282.2	2	2	1	1	0
RNU2.1	0	0	0	0	2
DGKK	1	0	0	23	0
Metazoa_SRP.42	11	0	5	2	2
AC025031.3	13	0	7	32	24
AL391669.1	10	0	9	12	9
AC087893.2	34	0	2	95	0
DUX4L24	0	0	0	0	0
RIMBP3B	2	0	0	0	0
AC240442.1	0	0	0	0	0
PI4KAP1	495	159	34	403	910
Y_RNA.734	1	0	0	6	0
PCCA.DT	73	169	182	92	191
AC106873.4	0	0	0	0	0
RNU6.866P	2	0	2	2	2
TBC1D3	0	0	0	0	0
AC011447.5	0	0	0	6	0
AL390754.1	33	0	13	64	2
AC233968.1	7	3	1	7	7
AL021937.6	0	0	0	0	0
H4C6	61	0	2149	30	0
MIR378J	7	0	5	22	9
MIR6867	1	2	0	2	0
AC007671.1	2	0	0	3	0
AC023490.1	0	0	0	0	0
AL669942.1	0	1	0	3	0
AC073052.1	1	0	2	3	0
AC125257.2	0	0	0	0	0
AL662814.1	0	0	0	1	0
RN7SL719P	0	0	1	0	0
AC092628.2	0	0	0	1	0
SNORD109A	0	0	0	0	0
H2BC17	473	1	1616	254	9
AC244669.2	31	0	1	0	0
AC126175.1	0	0	0	0	0
AL512624.1	0	0	0	0	0
AL157817.1	0	0	0	2	0
AC106782.5	5	8	2	12	9
AC022467.1	33	0	1	15	0
AL353804.4	0	0	0	0	0
RN7SL625P	13	0	1	2	0
TBC1D3J	1	0	0	4	0
LINC02371	15	2	5	14	5
Metazoa_SRP.43	0	0	0	0	0
RN7SKP236	0	0	0	0	0
RNA5SP526	0	0	0	0	0
AP005019.1	0	0	0	1	0
AL133370.2	20	0	13	92	2
AC090517.2	11	33	5	40	9
AC137590.2	0	0	1	0	7
AC040169.3	24	4	10	69	14
AC106886.3	0	2	1	2	12
MYO5BP1	1	0	0	2	0
AC015540.1	0	0	1	0	0
AL360181.4	0	0	0	0	2
Metazoa_SRP.44	0	0	1	1	0
AL591926.1	0	0	0	2	0
AL157834.3	3	0	4	3	0
AL390065.1	0	0	0	0	0
AC108704.1	1	9	8	7	5
MIR6761	0	0	1	1	0
AC099521.1	3	23	9	9	9
Metazoa_SRP.45	2	0	12	26	24
AL357559.1	0	0	0	0	0
Metazoa_SRP.46	0	0	0	1	0
MIR486.1	0	0	0	0	0
AC004774.2	0	0	0	0	0
Metazoa_SRP.47	0	0	1	0	0
AC005332.4	52	5	2	47	38
MIR7974	0	0	1	3	0
U4.2	0	0	0	0	0
AL049757.1	5	2	2	2	0
AL136964.1	5	0	6	5	0
AC012653.2	1	1	0	2	0
AC091825.1	2	0	7	33	0
AC079906.1	3	0	2	3	2
AL137028.1	1	0	0	1	0
AC141273.2	0	0	0	0	0
AC069504.1	0	0	1	0	0
CCL23	9	1	0	11	2
AC004466.2	53	1	12	37	2
AC013791.1	0	0	0	1	5
Metazoa_SRP.48	3	0	1	3	0
RN7SL627P	6	0	1	0	0
AC233702.9	0	0	0	0	0
KRTAP7.1	0	0	0	0	0
H3C6	28	194	312	94	265
AC120498.9	0	4	1	17	26
TRBV12.3	7	0	0	5	0
U2.5	1	0	0	0	0
AC243732.1	42	8	21	74	40
AC006435.3	0	0	0	0	0
RNA5SP527	3	0	0	23	0
AL049766.1	0	0	0	0	0
PRAMEF27	0	0	0	0	0
AC018926.1	13	1	5	32	7
BX072579.2	0	0	1	3	0
AC243829.1	92	0	0	22	0
AC016747.4	2	0	0	6	0
MIR6128	0	0	0	0	0
Metazoa_SRP.49	2	0	1	1	0
Z82195.2	2	0	2	52	2
AC090241.3	8	1	3	30	0
AC004792.1	0	0	0	0	0
Y_RNA.735	0	0	0	0	0
F8A2	0	0	0	0	0
AC008121.3	1	0	0	9	0
AC025166.1	0	4	1	1	0
Metazoa_SRP.50	10	0	6	12	5
AC007204.2	0	0	0	3	0
MIR6768	0	0	1	0	0
TBC1D3B	3	5	1	3	5
MIR6078	0	0	0	0	0
NPHP3.ACAD11	4	0	1	5	0
AC126915.2	0	0	0	2	0
AC138749.7	0	0	0	0	0
MIR6772	2	0	1	2	0
AC012531.4	1	1	0	1	2
AC004825.2	9	10	2	4	5
AC018659.3	0	0	0	0	0
AL353770.1	0	0	0	0	0
MIR6762	1	0	1	2	5
APONP	0	0	0	2	0
MIR7152	0	0	0	0	0
AL023803.2	1	3	15	24	19
LINC01297	0	0	0	1	0
AC068473.5	61	84	40	73	57
AC233724.8	0	0	0	0	0
AC110285.5	2	0	4	2	5
AC010333.3	0	0	0	1	0
AC100757.2	1	0	0	2	2
AC020558.4	0	0	0	0	0
AC009233.1	0	0	0	0	0
MIR6788	0	0	0	0	0
AC132807.2	1	0	0	4	163
Metazoa_SRP.51	7	0	7	14	2
AL512427.1	0	0	0	1	0
AC114778.1	0	0	0	0	0
Metazoa_SRP.52	0	0	0	3	0
AC023043.4	24	9	6	32	2
RN7SL422P	0	0	0	0	0
AL133351.3	0	0	0	0	0
AC131238.1	0	0	0	0	2
Metazoa_SRP.53	2	0	1	1	0
U2.6	0	0	0	0	0
AL135936.1	29	0	1	16	0
AC004079.2	0	0	0	0	0
AC051649.2	0	0	0	0	0
AL589994.2	0	0	0	0	0
FP236383.1	0	0	0	3	0
AC068790.8	0	0	0	0	0
AL137060.4	0	0	0	0	0
AC009804.1	0	0	4	0	0
Metazoa_SRP.54	1	0	0	0	2
AL117190.3	0	0	0	0	0
SEPTIN14P17	0	0	0	1	0
AC011487.3	2	0	0	0	0
AL136317.2	0	0	0	4	2
AC011700.1	44	14	19	26	0
AC001226.1	3	0	1	11	2
AC006386.1	0	0	0	0	0
Z69908.1	0	0	0	1	0
AC004241.2	1	15	6	10	2
AL109933.3	0	0	0	1	0
AC093512.1	0	0	0	0	0
AL096828.4	0	0	0	0	0
AC116447.1	5	1	4	4	0
AL390240.1	0	0	0	0	0
AL139384.1	25	76	62	50	31
AC005296.1	0	0	0	2	0
ZKSCAN2.DT	100	27	94	303	189
AC239859.4	0	0	0	0	0
KRT89P	2	0	4	4	2
AL157813.1	7	10	5	8	43
AC105227.2	0	0	0	2	0
MIR7150	2	0	4	10	0
TBC1D3I	0	0	0	0	0
AC009014.1	0	0	0	0	0
AC090826.2	10	4	1	1	0
MIR8083	2	0	0	0	0
AC079684.1	14	6	23	60	45
AL139260.3	1	4	0	8	0
AL109804.1	0	2	5	0	31
AC090971.5	3	0	2	12	0
TEX28P1	0	0	0	0	0
RN7SL600P	28	0	12	156	24
AC026356.1	186	46	45	123	24
AC019322.3	0	0	0	0	0
Y_RNA.736	0	0	1	6	0
MIR6771	0	0	0	0	0
AC013470.3	0	0	0	3	0
BSNDP2	4	0	0	1	0
MIR6735	0	0	0	0	0
AC087588.1	11	13	15	57	31
AC011298.2	0	0	0	1	0
RNU11	1	0	0	2	0
AC020656.2	7	70	1030	66	80
Y_RNA.737	0	0	0	0	0
PTCHD3P1	0	0	0	0	0
MIR6750	1	0	1	0	7
AC092794.1	43	3	11	77	19
MIR6876	0	0	0	0	0
AC254629.1	7	2	28	231	28
MIR8056	0	0	0	0	0
AC013564.1	24	1	12	50	5
AC006449.1	1	0	2	19	0
H2AC12	532	2	2124	277	31
SNORA17A	0	0	0	0	0
MIR8052	0	0	0	0	0
AL365215.1	3	0	1	10	0
AL352984.2	7	0	2	8	2
ZNF280B	98	0	190	134	54
AL354950.1	1	0	0	3	0
Y_RNA.738	0	0	0	0	0
ALOXE3P1	0	0	13	3	2
AC011476.8	0	0	0	0	0
RN7SL166P	29	0	12	41	2
AL353149.1	1	0	1	14	0
AC015574.1	0	0	0	10	0
AL353748.2	56	1	30	103	2
MIR6753	4	1	4	6	2
MLLT6	4813	19482	4744	4109	6005
AC005383.1	16	0	9	26	121
AC002401.3	4	36	1	28	0
GXYLT1P4	0	0	0	0	0
HMGB1P24	26	3	11	14	5
RNU6.538P	0	0	0	0	0
AL133467.5	0	0	0	0	0
TP53TG3E	0	0	0	0	0
MIR8086	0	0	0	1	5
AC091980.2	0	0	1	4	0
AC009159.1	1	0	0	0	0
Metazoa_SRP.55	0	0	0	1	0
SNORD25	0	0	0	0	0
AL603755.1	1	0	0	0	0
BSNDP1	0	0	0	0	0
PPP4R3B	3801	4298	4969	4268	4126
AC002542.3	0	0	0	0	0
AC011468.5	14	7	3	28	7
AC020663.3	29	1	19	68	14
PPP1R26P3	0	0	0	0	0
AC122133.1	0	0	0	0	0
AC239860.1	1	0	0	2	0
SYNRG	3037	3563	927	2460	1035
MIR6825	0	0	0	1	0
U6.1	0	0	0	1	0
AL132655.5	0	0	0	0	0
Metazoa_SRP.56	8	2	7	17	7
AL139038.1	0	0	0	2	0
SNORD50B	0	0	0	0	0
NUDT18	213	173	158	56	31
AC244015.1	0	0	0	0	0
AC090093.1	0	0	0	0	0
SNORD91B	5	3	8	23	0
AC026469.1	2	0	1	3	0
RN7SL296P	131	0	14	15	0
AC022098.4	0	3	3	1	2
AL031710.2	12	1	8	38	17
AC079395.3	0	0	0	1	0
AC024940.5	3	1	8	24	2
MIR6766	0	0	1	1	0
AF117829.2	6	0	5	21	0
AC025594.2	7	1	17	59	0
MIR6782	0	0	0	0	0
U7.2	2	0	0	2	0
MIR6504	5	0	2	3	0
AL928646.1	2	1	1	29	7
ZNF2	269	282	391	137	314
GAGE2E	0	0	0	0	0
AC067904.3	1	1	1	0	0
AC244131.2	20	0	8	26	0
AC048382.5	12	7	2	14	5
AC211486.4	0	0	0	0	0
H4C13	176	2	1083	20	12
SNORD116.22	0	0	0	0	0
RN7SL203P	0	0	0	0	0
AC243994.1	8	0	0	4	0
AL592227.1	0	0	0	0	0
AC241952.1	502	147	312	481	151
RN7SL663P	8	0	2	16	0
AL117190.4	0	0	0	0	0
AL357080.1	0	0	0	1	0
AL133492.1	5	0	4	131	0
SEC22B3P	1	1	1	0	0
MIR6888	0	0	0	1	0
SCARNA16	0	0	0	0	0
SNX18P5	0	0	0	0	0
AP003499.3	0	0	0	0	0
CCL16	2	0	1	6	2
U3.45	14	0	1	10	2
AC027348.1	5	0	1	48	0
AC068134.3	1	0	0	0	0
TRBV12.5	3	0	0	3	0
AL354718.1	32	28	44	9	28
AL117190.5	0	0	0	0	0
AC005391.1	2	0	4	4	9
AC117457.1	0	0	0	0	0
MIR6814	5	0	0	3	0
MIR6815	0	0	0	0	0
FRG2MP	0	0	0	3	0
AC243571.1	0	0	0	3	0
U6.2	0	0	0	0	0
AC018529.1	21	1	2	24	2
AC048341.2	45	5	19	99	31
LENG9	187	1758	316	47	132
AC130324.3	0	0	0	0	0
AC018445.1	2	0	0	11	0
AC007497.1	4	0	8	22	2
AC004467.1	2	0	1	10	2
AC092794.2	7	0	2	12	0
AL512791.2	24	24	55	30	76
AC074140.1	0	0	0	0	0
AL161421.1	28	123	39	41	113
AL353997.5	0	0	0	0	0
MIR6740	0	0	3	4	2
MIR6745	1	0	0	0	0
AC245884.11	2	0	1	6	0
LINC02826	7	189	192	17	43
Metazoa_SRP.57	0	0	0	0	0
RNA5.8SN3	0	0	0	0	0
AL161431.1	122	83	5	158	546
U2.7	0	0	0	0	0
H2AC15	0	0	0	0	0
Metazoa_SRP.58	0	0	0	0	0
AL121906.2	7	29	27	31	12
LINC00547	0	0	0	14	0
AC093416.2	19	0	12	44	7
AC024257.5	0	0	0	3	0
RNU1.68P	0	0	0	0	0
RN7SL544P	0	0	1	0	0
AC007351.4	0	0	0	0	0
AC073578.2	2	0	0	3	0
AC010503.4	64	505	182	150	184
AC009120.5	2	0	13	37	19
MIR4734	0	1	0	0	0
FAM242F	3	1	8	19	7
TRBV16	2	0	0	2	0
AL355810.1	2	3	1	2	0
AC093913.1	0	0	0	1	0
AC004386.3	0	0	0	0	0
MRPS31P1	0	0	0	0	5
MIR6511A1	0	0	0	0	0
AC135048.3	6	13	6	2	2
AC127002.2	2	0	1	3	14
AC051649.3	0	0	0	0	0
U7.3	0	0	0	1	0
MIR6780A	0	0	0	0	0
AC012150.2	14	0	8	173	2
AC007274.3	0	0	0	0	0
AL391095.2	2	0	0	2	0
AC025253.1	0	0	0	0	0
Metazoa_SRP.59	1	0	1	0	9
Metazoa_SRP.60	0	0	0	0	0
RNVU1.26	1	0	0	5	2
Metazoa_SRP.61	0	0	0	0	0
LINC02340	1	29	11	21	35
AC073968.1	0	0	0	3	0
AC241377.1	0	0	0	2	0
AL162731.1	0	0	1	0	9
CCL4	129	0	1	359	0
RNA5SP528	0	0	0	0	0
AC004542.3	0	0	0	0	0
AC006158.1	0	0	0	0	0
AL512324.3	2	0	1	3	0
AC006924.1	0	0	0	3	0
AC141273.3	0	0	0	0	0
AL136981.2	62	34	73	156	28
Metazoa_SRP.62	0	0	0	0	0
Z95327.2	0	0	0	10	9
AC103746.1	13	3	2	28	0
PDCD6IPP1	7	2	18	7	2
AL354950.2	0	0	0	0	0
SPDYE19P	11	0	5	55	7
AL138781.1	1	2	6	0	2
AC103691.2	1	1	0	5	0
MIR5787	1	0	0	0	0
MIR8088	0	0	0	0	0
RN7SL680P	24	0	1	1	0
Z99129.1	32	0	5	31	12
FGD5P1	6	3	4	8	7
PRAG1	1287	3254	1143	321	411
AC010999.1	2	0	0	6	2
MIR6503	3	0	0	3	0
AC091167.5	2	0	1	2	0
AC096861.1	3	0	4	20	0
AL513479.1	0	0	0	1	0
AC006335.2	0	0	0	0	0
Metazoa_SRP.63	1	0	1	0	0
C7orf77	0	0	0	3	0
AL080312.2	1	2	4	1	2
AC106873.5	0	0	0	0	0
MIR6868	0	0	0	0	0
AC245517.5	0	0	0	0	0
Metazoa_SRP.64	0	0	0	0	0
AC100757.3	0	0	0	2	0
AC092111.1	25	6	2	15	5
AC012645.4	3	0	2	16	31
AC009951.2	0	0	0	0	0
MIR6124	18	0	6	44	0
AC113385.3	2	2	4	0	0
MIR1299	11	0	4	11	0
H3C11	435	4	2177	104	19
AC019206.1	8	0	9	15	0
AC126773.6	7	4	4	23	26
CCL18	1045	0	1	794	0
AC105081.1	2	0	1	5	0
AL049732.1	0	0	0	1	0
AC068790.9	120	4	6	19	7
AL353626.1	2	1	0	1	2
MIR6770.3	0	0	0	0	0
AL445493.3	2	0	0	2	0
AC018695.6	4	0	14	3	9
FCGBP	460	797	1383	16422	154
AC006001.4	0	0	0	0	0
AL391095.3	8	0	20	51	5
AL359742.1	0	0	0	3	0
AC026367.2	3	5	1	10	5
HNF1B	662	3729	129	512	371
MIR6882	0	0	0	0	0
AC002553.2	15	4	19	53	14
AC007277.2	0	0	0	2	0
AC068726.1	3	1	2	3	0
AC104971.3	2	0	0	3	0
AL357075.1	0	0	0	2	0
VN1R18P	0	0	1	4	0
AC253576.2	7	1	8	23	5
AF067845.2	0	0	0	6	0
MIR6862.1	0	0	0	0	0
AC244100.2	1	0	2	64	0
AC022149.1	1	0	0	3	0
AL121832.3	47	22	95	192	19
AL031008.1	2	1	4	2	2
AC020765.2	1	0	0	2	17
AC012409.2	34	0	0	17	0
AC092119.3	2	7	4	2	2
AC027506.1	0	0	0	0	0
MIR6859.3	1	0	1	0	0
PTGER4P2.CDK2AP2P2	2	0	2	3	5
MIR6085	0	0	0	0	0
MIR548O2	2	0	4	14	0
AC105020.6	6	19	8	8	5
MIR7852	0	0	0	0	0
AL117332.1	11	7	22	10	33
MIR6809	12	0	0	3	0
Metazoa_SRP.65	2	0	0	0	0
AC084768.2	0	0	0	0	0
FP565260.1	204	213	400	164	92
AL449403.2	10	0	3	10	0
AC083806.3	0	0	1	7	2
AC004678.1	1	5	2	10	12
MIR6130	0	0	0	1	0
IGHV3.54	0	0	0	2	0
AC009318.4	9	0	6	45	2
AC087741.2	3	0	2	6	7
AC131055.2	0	0	0	1	2
AC025031.4	202	8	83	381	47
AP003419.3	6	9	9	25	12
AL512652.1	2	0	6	38	9
AC023509.5	29	0	8	109	2
C17orf98	0	1	0	1	5
AC233263.2	0	0	0	0	0
LINC01730	10	0	9	10	132
AL627230.1	2	2	12	3	2
AC133552.5	8	74	12	5	54
CU633906.1	0	0	0	0	0
AC009237.17	0	0	0	0	0
AL359751.1	0	0	0	0	0
AL355994.5	0	0	0	0	0
U7.4	1	0	0	1	2
H3P25	16	0	13	81	2
AL109620.1	0	0	0	2	0
AC007998.4	4	4	2	12	7
AC012676.2	2	25	7	18	0
AC100791.3	2	0	3	17	5
MIR6718	0	0	0	0	0
MIR6804	1	0	0	0	0
FAM236A	0	0	0	0	0
MIR6508	0	0	1	2	0
SNORD115.26	0	0	0	0	0
AC100835.2	0	0	0	0	0
SNORD116.4	0	0	0	0	0
AC006449.2	24	36	10	35	50
RNVU1.19	0	0	0	0	0
AC011477.6	1	1	0	3	14
AC010632.3	1	0	0	1	0
STPG3.AS1	2	83	23	19	17
AL096712.1	22	0	2	33	0
AC243965.2	17	1	10	9	0
ELOA3C	0	0	0	0	0
AC242842.1	17	138	25	14	50
RN7SKP175	0	0	0	0	0
AL137060.5	0	0	0	0	0
AC008115.3	53	17	24	203	40
AC104763.2	42	0	2	55	0
AL929601.3	0	0	0	1	0
AC008250.2	4	0	0	3	0
AL355073.2	11	6	0	11	0
GRIFIN	1	0	1	4	0
AL049539.1	14	2	12	180	7
AC007742.1	0	0	0	0	0
AC022306.2	19	26	35	63	9
AL031670.1	43	11	22	66	90
AC241377.2	5	0	1	1	0
Metazoa_SRP.66	5	0	10	9	9
RN7SL341P	1	0	0	1	0
AC012531.5	0	0	0	0	0
XKR5	33	0	1	5	0
VN1R7P	0	0	0	7	0
ANAPC1P5	2	0	0	0	0
AP000484.1	2	0	1	2	0
AC011330.2	5	9	22	30	43
AC135507.2	3	0	1	28	9
AP000346.3	1	2	0	3	0
DUX4L21	0	0	0	0	0
AC104237.2	0	0	0	4	0
AC243830.1	3	0	1	5	2
U2.8	0	0	0	0	0
FLJ16779	93	0	1	25	2
AC004386.4	0	0	0	0	0
AL590491.1	0	0	0	0	0
AC004816.2	2	2	1	1	2
U1.2	0	0	0	1	0
AL035461.2	5	8	13	10	5
AC109486.3	0	0	0	0	0
U7.5	1	1	1	0	0
AC021755.3	0	0	0	1	2
AC011939.3	0	0	0	0	0
MIR6793	3	0	1	3	0
Metazoa_SRP.67	0	0	0	0	0
RBM22P6	0	0	0	0	7
AC068338.3	2	10	0	3	12
AC009014.2	0	0	0	0	0
AC093783.1	4	0	3	14	0
AL445584.2	0	0	0	3	0
MIR6851	0	0	2	4	0
MIR6796	0	0	0	0	0
AC138894.4	0	0	0	0	0
RN7SL313P	0	0	1	0	2
AL008723.3	0	0	0	0	0
SNORD112	0	0	0	0	0
H4C7	0	0	0	1	0
FP671120.1	0	0	0	0	0
AC006449.3	5	3	2	20	5
AC021424.1	0	0	0	0	0
MIR6839	0	0	0	0	0
MIR6744	0	0	1	0	0
MIR8076	4	0	2	7	0
AC025580.3	1	0	2	10	0
AC091167.6	2	3	2	4	0
AL161931.1	2	0	4	4	0
BX005040.1	0	0	0	3	0
AL133320.2	2	0	0	3	5
Metazoa_SRP.68	0	0	0	2	0
U73479.1	0	0	1	3	2
CCL15.CCL14	0	0	0	0	0
AL161613.1	0	0	0	0	0
MT1IP	0	0	0	1	0
MIR6724.4	0	0	0	0	0
AL157394.2	0	0	0	0	0
UBE2Q2P6	9	0	0	1	0
Metazoa_SRP.69	1	0	0	0	0
AATF	1782	5512	1862	839	855
U47924.3	2	2	7	9	9
MIR3648.1	4	0	1	0	0
AC090527.3	2	0	2	10	5
AC007485.1	1	7	9	3	2
MIR6795	0	0	0	0	0
H2BC9	127	57	3786	547	177
H3C1	269	2	1365	70	9
AL080285.2	0	0	0	0	0
CCL15	2	9	3	22	7
AC008622.2	0	5	4	10	0
AC243830.2	2	1	2	13	7
LYZL6	1	0	0	2	0
AC104010.1	0	0	0	0	0
MIR6088	1	0	0	0	0
AL049794.2	2	0	0	6	0
AC092266.1	0	0	0	0	0
AC010538.1	21	25	48	159	76
AC091959.1	2	0	0	0	0
AL162497.1	0	1	1	0	0
TRBV14	2	0	0	3	0
Y_RNA.739	0	0	0	0	0
IGHV3.79	2	0	1	33	26
AL354751.3	17	0	9	20	7
AC026367.3	12	17	5	23	9
ZNF516.DT	6	30	5	12	5
AC092747.4	207	144	160	253	128
AC091982.3	51	200	101	15	85
AC244015.2	0	0	0	0	0
SLC2AXP1	0	0	0	2	0
AC068792.1	23	3	10	48	5
MIR6505	0	1	3	0	0
OR4G6P	0	0	0	0	0
AC244157.2	0	0	47	3	0
AL590227.1	0	0	0	1	0
HNRNPCL2	0	2	0	1	0
RN7SL185P	0	0	0	0	0
AC018630.4	0	0	0	0	0
AC015914.2	0	0	0	3	0
OR7G15P	0	0	0	0	2
Metazoa_SRP.70	0	0	0	1	0
MIR8064	0	0	1	0	0
TRBV10.3	13	0	0	3	0
RIMBP3	37	9	6	5	2
AP001059.1	0	0	0	0	0
EIF5P2	0	0	0	3	0
AL121985.3	0	0	0	3	0
RN7SL736P	234	1	3	2	2
AC090206.1	3	0	0	5	0
AC145285.6	10	67	35	23	28
Metazoa_SRP.71	0	0	0	0	0
MIR8082	0	0	0	0	0
HTR1DP1	38	1	11	61	2
AL121829.2	1	1	2	10	0
MIR6500	1	0	0	0	0
MIR6818	0	0	0	0	0
AL109925.2	0	0	0	0	0
AC093909.5	0	0	0	4	0
AC021506.2	0	0	0	0	0
CHEK2P1	0	0	0	0	0
AL390755.1	2	0	0	15	0
ARHGAP23	2562	1117	199	390	189
AC073107.2	8	3	18	39	17
AC084368.1	6	0	2	11	0
